时间(s),x1_aligned,y1_aligned,x2_aligned_corrected,y2_aligned_corrected,X坐标(m),Y坐标(m)
161.826,-3.6537660962384595,5.183211918629582,-4.204702996148044,4.929461784247785,-3.9292345461932516,5.056336851438683
161.926,-3.810730436810575,5.228994386541172,-3.9843990675086056,4.897419781851836,-3.8975647521595906,5.063207084196504
162.026,-3.9080488520124708,5.2038845960654765,-4.001832353179528,4.934320368711333,-3.9549406025959994,5.069102482388405
162.126,-3.921843657744598,5.080179799421801,-4.123203775398849,4.994437933789895,-4.022523716571723,5.037308866605848
162.226,-3.949515773655461,4.944058699221154,-4.214714256404472,5.032046866051084,-4.0821150150299665,4.988052782636119
162.326,-4.0848106353275515,4.881056900073278,-4.178760008774826,5.015463748578233,-4.131785322051188,4.948260324325755
162.426,-4.279804753039564,4.866934809188589,-4.062518406449927,4.9691739409335005,-4.171161579744746,4.918054375061045
162.526,-4.4167356996657166,4.8233272635841535,-3.932667643735313,4.928273600438828,-4.1747016717005145,4.875800432011491
162.626,-4.434913575977396,4.715092190998246,-3.7891080350369557,4.914133298976457,-4.112010805507176,4.814612744987351
162.726,-4.381566186244823,4.588834237620234,-3.6361918376229037,4.932005187991116,-4.008879011933864,4.760419712805675
162.826,-4.308783744444413,4.4949870770335085,-3.5628569601084306,4.93639332261716,-3.935820352276422,4.715690199825334
162.926,-4.210243630194118,4.440952526195374,-3.625824182194253,4.887041697085344,-3.918033906194186,4.663997111640359
163.026,-4.051106834251258,4.412918150428991,-3.6683601165753625,4.815402158322353,-3.8597334754133104,4.614160154375672
163.126,-3.849907080369616,4.414331095724078,-3.5486390986772127,4.764243881736748,-3.6992730895234143,4.589287488730413
163.226,-3.72560086959569,4.4812756992867495,-3.397920521853191,4.749897503968731,-3.5617606957244403,4.61558660162774
163.326,-3.7821187575534596,4.641649132106232,-3.3679657359207056,4.782293841002941,-3.5750422467370826,4.711971486554587
163.426,-3.906059258317314,4.825175630534737,-3.419458858626003,4.872202964970391,-3.6627590584716585,4.848689297752564
163.526,-3.8775103432670517,4.913601631386142,-3.4799027864380787,5.005516688545848,-3.678706564852565,4.959559159965995
163.626,-3.6311766839519666,4.872927017228142,-3.5351527627881185,5.067774530432732,-3.5831647233700425,4.970350773830438
163.726,-3.393004162183964,4.827717829710641,-3.5792318895404485,4.980732768631135,-3.486118025862206,4.904225299170888
163.826,-3.3885790741610164,4.902404392415921,-3.5804823553300174,4.911367012299535,-3.484530714745517,4.906885702357728
163.926,-3.5734603854343505,5.074901408206567,-3.528781046663241,5.0091004853192995,-3.551120716048796,5.042000946762933
164.026,-3.7698243611117546,5.250702265157691,-3.5258245547618943,5.107927539305215,-3.6478244579368244,5.179314902231453
164.126,-3.880177437989878,5.373714485878324,-3.6486142617655846,5.03789040962244,-3.7643958498777312,5.205802447750382
164.226,-3.9593971537814925,5.4608270636805285,-3.763551008769568,4.928651738904469,-3.86147408127553,5.194739401292498
164.326,-4.0694276499581985,5.528306616743971,-3.7397430321427323,4.933406180504362,-3.904585341050465,5.230856398624167
